id	H vs not-H	c100	c97.5	c95	c92.5	c90	c87.5	c85	c82.5	c80
C_1007	0	c100_4071	c97.5_2834	c95_1819	c92.5_1255	c90_882	c87.5_634	c85_443	c82.5_317	c80_225
C_776	0	c100_4070	c97.5_2833	c95_1818	c92.5_1254	c90_882	c87.5_634	c85_443	c82.5_317	c80_225
C_707	0	c100_4069	c97.5_2832	c95_1817	c92.5_1253	c90_881	c87.5_633	c85_442	c82.5_317	c80_225
C_711	0	c100_4068	c97.5_2831	c95_1817	c92.5_1253	c90_881	c87.5_633	c85_442	c82.5_317	c80_225
C_713	0	c100_4068	c97.5_2831	c95_1817	c92.5_1253	c90_881	c87.5_633	c85_442	c82.5_317	c80_225
C_657	0	c100_4072	c97.5_2835	c95_1820	c92.5_1256	c90_883	c87.5_635	c85_444	c82.5_318	c80_226
10_035280_5	0	c100_4064	c97.5_2827	c95_1813	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_035280_6	0	c100_4064	c97.5_2827	c95_1813	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_035280_7	0	c100_4064	c97.5_2827	c95_1813	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
08_1715	0	c100_4064	c97.5_2827	c95_1813	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_055513_2	0	c100_4063	c97.5_2827	c95_1813	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016490_1	0	c100_4062	c97.5_2826	c95_1812	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016490_2	0	c100_4062	c97.5_2826	c95_1812	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016490_3	0	c100_4062	c97.5_2826	c95_1812	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016486_1type1	0	c100_4065	c97.5_2828	c95_1814	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016486_1type2	0	c100_4065	c97.5_2828	c95_1814	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016486_2	0	c100_4065	c97.5_2828	c95_1814	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_016486_3	0	c100_4065	c97.5_2828	c95_1814	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
10_055513_3	0	c100_4067	c97.5_2830	c95_1816	c92.5_1252	c90_880	c87.5_632	c85_441	c82.5_316	c80_224
10_055514_1	0	c100_4067	c97.5_2830	c95_1816	c92.5_1252	c90_880	c87.5_632	c85_441	c82.5_316	c80_224
10_037614_3	0	c100_3886	c97.5_2710	c95_1743	c92.5_1205	c90_846	c87.5_609	c85_427	c82.5_307	c80_218
C_838	0	c100_3885	c97.5_2710	c95_1743	c92.5_1205	c90_846	c87.5_609	c85_427	c82.5_307	c80_218
C_853	0	c100_3885	c97.5_2710	c95_1743	c92.5_1205	c90_846	c87.5_609	c85_427	c82.5_307	c80_218
C_856	0	c100_3885	c97.5_2710	c95_1743	c92.5_1205	c90_846	c87.5_609	c85_427	c82.5_307	c80_218
CE_R_09_0204	0	c100_3884	c97.5_2709	c95_1743	c92.5_1205	c90_846	c87.5_609	c85_427	c82.5_307	c80_218
C_952	0	c100_1912	c97.5_1349	c95_874	c92.5_600	c90_414	c87.5_289	c85_201	c82.5_143	c80_102
10_043589_2	0	c100_1966	c97.5_1398	c95_913	c92.5_631	c90_437	c87.5_309	c85_218	c82.5_152	c80_108
10_043590_1	0	c100_1966	c97.5_1398	c95_913	c92.5_631	c90_437	c87.5_309	c85_218	c82.5_152	c80_108
10_039022_1	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_039022_2	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_039022_3	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
C_980	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0048	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0274	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0288	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0312	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_10_0011	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_10_0024	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_10_0480	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
28_03_1	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
38_19_1	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
38_20_1	0	c100_3819	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
C_544	0	c100_3818	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
C_989	0	c100_3818	c97.5_2673	c95_1722	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
32_20_1	0	c100_3861	c97.5_2694	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
32_22_1	0	c100_3861	c97.5_2694	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
08_0095	0	c100_3826	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_019740_2	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_019741_1	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_039035_1	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_056301_2	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
10_058714_10	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE2_R2_11_3073	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_10_0565	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
35_7_1	0	c100_3827	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
C_296	0	c100_3859	c97.5_2693	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
07_7317	0	c100_3852	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
07_7318	0	c100_3852	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
08_1720	0	c100_3852	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_036567_3	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
8_C653	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
9_C590	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_1118	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_1121	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_1233	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_1236	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_325	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_577	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C590	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_621	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C653	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_747	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_748	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C806	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_893	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_917	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_963	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_975	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0200	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0210	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_10_0286	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
27_02_1	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
33_27_3	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
27_17_1	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
27_01_1	0	c100_3855	c97.5_2691	c95_1733	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
07_7329	0	c100_3849	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_C806	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
08_0093	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_M_10_4088	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_M_10_4089	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_M_10_4090	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0127	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0220	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0253	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_11_0266	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_10_0264	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
42_30_1	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_001	0	c100_3850	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CAMPY2528_2012_369	0	c100_3860	c97.5_2694	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
34_13_3	0	c100_3854	c97.5_2691	c95_1733	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C381	0	c100_3876	c97.5_2704	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
CE_R_09_0518	0	c100_3875	c97.5_2704	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
C_377	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
C_390	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
CE_R_09_0267	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
08_1718	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
37_7_2	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
CE_R_09_0079	0	c100_3873	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
10_036554_6	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_036554_7	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_057476_10	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_057476_11	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_057476_12	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_057476_13	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_057476_14	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_057476_9	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
10_059813_1	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_221	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_231	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_429	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_430	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_594	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_596	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
C_630	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_09_0050	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R_09_0447	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R2_10_0046	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R2_11_0362	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CE_R2_11_0482	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
CHSK_I_76	0	c100_3866	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
1329	0	c100_3893	c97.5_2715	c95_1746	c92.5_1207	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
37_4_1	0	c100_3895	c97.5_2716	c95_1747	c92.5_1207	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
10_0762	0	c100_3898	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
10_0766	0	c100_3898	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
10_0769	0	c100_3898	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
C_599	0	c100_3898	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
C_605	0	c100_3898	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
CE2_R_11_2047	0	c100_3898	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
10_0781	0	c100_3897	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
C863	0	c100_3897	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
C873	0	c100_3897	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
07_7327	0	c100_3897	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
C_502	0	c100_3899	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
06_2858	0	c100_3901	c97.5_2718	c95_1749	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
07_7316	0	c100_3900	c97.5_2718	c95_1749	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
10_019740_1	0	c100_3905	c97.5_2722	c95_1751	c92.5_1209	c90_849	c87.5_611	c85_428	c82.5_307	c80_218
10_019740_3	0	c100_3905	c97.5_2722	c95_1751	c92.5_1209	c90_849	c87.5_611	c85_428	c82.5_307	c80_218
C_971	0	c100_3904	c97.5_2721	c95_1751	c92.5_1209	c90_849	c87.5_611	c85_428	c82.5_307	c80_218
10_005070_3	0	c100_3906	c97.5_2723	c95_1752	c92.5_1209	c90_849	c87.5_611	c85_428	c82.5_307	c80_218
10_005072_3	0	c100_3906	c97.5_2723	c95_1752	c92.5_1209	c90_849	c87.5_611	c85_428	c82.5_307	c80_218
10_007009_1	0	c100_3907	c97.5_2724	c95_1753	c92.5_1209	c90_849	c87.5_611	c85_428	c82.5_307	c80_218
C_358	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_361	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_374	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_375	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_417	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_613	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_642	0	c100_3940	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
CA99CN070027	0	c100_3939	c97.5_2743	c95_1764	c92.5_1218	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
1117	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
1300	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
1302	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_078	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_181	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_189	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_192	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C_196	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
C343	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
08_1705	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
1082	0	c100_3926	c97.5_2735	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
08_1717	0	c100_3952	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_0758	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_0759	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_0764	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_0788	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_034	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_1220	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_1221	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_1225	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_1230	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_217	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C_765	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
C771	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CE_R_11_0073	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CE_R_11_0218	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CE_R_11_0280	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CHSK_I_14	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CHSK_I_26	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CHSK_I_28	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CHSK_I_53	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
28_22_1	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_056820_6	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_056820_7	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CE_R2_11_0380	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CHSK_I_23	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
40_2_1	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
40_5_1	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
41_24_1	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
42_2_1	0	c100_3960	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
CHSK_I_46	0	c100_3953	c97.5_2752	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
37_2_3	0	c100_3961	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
37_16_1	0	c100_3961	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
41_26_2	0	c100_3961	c97.5_2756	c95_1768	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
10_0787	0	c100_3971	c97.5_2763	c95_1772	c92.5_1222	c90_859	c87.5_616	c85_429	c82.5_308	c80_219
10_0767	0	c100_3970	c97.5_2762	c95_1771	c92.5_1222	c90_859	c87.5_616	c85_429	c82.5_308	c80_219
10_058714_9	0	c100_1736	c97.5_1215	c95_776	c92.5_532	c90_365	c87.5_251	c85_176	c82.5_126	c80_92
C_743	0	c100_3982	c97.5_2773	c95_1780	c92.5_1229	c90_865	c87.5_622	c85_432	c82.5_311	c80_222
AMR_3352	0	c100_3980	c97.5_2771	c95_1779	c92.5_1229	c90_865	c87.5_622	c85_432	c82.5_311	c80_222
C_004	0	c100_4031	c97.5_2805	c95_1800	c92.5_1243	c90_872	c87.5_628	c85_437	c82.5_313	c80_222
C_801	0	c100_4031	c97.5_2805	c95_1800	c92.5_1243	c90_872	c87.5_628	c85_437	c82.5_313	c80_222
CE_R2_11_0422	0	c100_4030	c97.5_2804	c95_1800	c92.5_1243	c90_872	c87.5_628	c85_437	c82.5_313	c80_222
09_097254_1	0	c100_3679	c97.5_2565	c95_1654	c92.5_1148	c90_798	c87.5_572	c85_404	c82.5_289	c80_208
CA99CN070036	0	c100_4035	c97.5_2808	c95_1803	c92.5_1245	c90_874	c87.5_629	c85_438	c82.5_314	c80_223
CE_R2_10_0028	0	c100_3909	c97.5_2726	c95_1755	c92.5_1211	c90_851	c87.5_612	c85_428	c82.5_307	c80_218
